Time,Linear
2.26757E-05,0.0033
4.53515E-05,0.01068
6.80272E-05,0.02014
9.07029E-05,0.0332
0.000113379,0.04715
0.000136054,0.06741
0.00015873,0.10046
0.000181406,0.11444
0.000204082,0.13327
0.000226757,0.12833
0.000249433,0.13455
0.000272109,0.13165
0.000294785,0.12946
0.00031746,0.12515
0.000340136,0.13205
0.000362812,0.13989
0.000385488,0.13788
0.000408163,0.13757
0.000430839,0.14401
0.000453515,0.13815
0.00047619,0.1496
0.000498866,0.17502
0.000521542,0.18173
0.000544218,0.20441
0.000566893,0.23187
0.000589569,0.23779
0.000612245,0.2558
0.000634921,0.26651
0.000657596,0.26752
0.000680272,0.25983
0.000702948,0.26334
0.000725624,0.26349
0.000748299,0.25604
0.000770975,0.25903
0.000793651,0.25266
0.000816327,0.24609
0.000839002,0.24783
0.000861678,0.24661
0.000884354,0.25424
0.000907029,0.26334
0.000929705,0.26398
0.000952381,0.24557
0.000975057,0.25308
0.000997732,0.26108
0.001020408,0.2644
0.001043084,0.276
0.00106576,0.2876
0.001088435,0.297
0.001111111,0.31451
0.001133787,0.33719
0.001156463,0.3508
0.001179138,0.3812
0.001201814,0.39783
0.00122449,0.41275
0.001247166,0.42361
0.001269841,0.43219
0.001292517,0.45206
0.001315193,0.45514
0.001337868,0.46075
0.001360544,0.46219
0.00138322,0.46344
0.001405896,0.45929
0.001428571,0.46957
0.001451247,0.48117
0.001473923,0.47888
0.001496599,0.48917
0.001519274,0.48389
0.00154195,0.492
0.001564626,0.48294
0.001587302,0.48553
0.001609977,0.49124
0.001632653,0.49246
0.001655329,0.49817
0.001678005,0.4939
0.00170068,0.49524
0.001723356,0.4866
0.001746032,0.4794
0.001768707,0.478
0.001791383,0.4808
0.001814059,0.47162
0.001836735,0.47565
0.00185941,0.47171
0.001882086,0.45883
0.001904762,0.44852
0.001927438,0.42493
0.001950113,0.41943
0.001972789,0.40778
0.001995465,0.3923
0.002018141,0.38272
0.002040816,0.36716
0.002063492,0.35355
0.002086168,0.34552
0.002108844,0.33887
0.002131519,0.3327
0.002154195,0.33459
0.002176871,0.32858
0.002199546,0.33249
0.002222222,0.34195
0.002244898,0.33331
0.002267574,0.33966
0.002290249,0.34137
0.002312925,0.3446
0.002335601,0.3436
0.002358277,0.33316
0.002380952,0.33267
0.002403628,0.33102
0.002426304,0.32874
0.00244898,0.3269
0.002471655,0.33078
0.002494331,0.33292
0.002517007,0.33051
0.002539683,0.3226
0.002562358,0.31879
0.002585034,0.30783
0.00260771,0.29196
0.002630385,0.28479
0.002653061,0.26569
0.002675737,0.24655
0.002698413,0.23431
0.002721088,0.21515
0.002743764,0.20316
0.00276644,0.18781
0.002789116,0.17566
0.002811791,0.15433
0.002834467,0.13849
0.002857143,0.11621
0.002879819,0.09036
0.002902494,0.0614
0.00292517,0.05566
0.002947846,0.04266
0.002970522,0.02924
0.002993197,0.01324
0.003015873,0.00342
0.003038549,-0.01932
0.003061224,-0.04474
0.0030839,-0.06577
0.003106576,-0.08575
0.003129252,-0.09991
0.003151927,-0.11096
0.003174603,-0.11325
0.003197279,-0.12225
0.003219955,-0.13287
0.00324263,-0.14368
0.003265306,-0.15768
0.003287982,-0.17996
0.003310658,-0.19229
0.003333333,-0.20419
0.003356009,-0.21796
0.003378685,-0.23004
0.003401361,-0.23657
0.003424036,-0.24545
0.003446712,-0.25006
0.003469388,-0.25568
0.003492063,-0.26547
0.003514739,-0.27222
0.003537415,-0.27634
0.003560091,-0.29337
0.003582766,-0.29865
0.003605442,-0.30655
0.003628118,-0.31674
0.003650794,-0.32425
0.003673469,-0.33209
0.003696145,-0.35016
0.003718821,-0.35248
0.003741497,-0.36905
0.003764172,-0.38391
0.003786848,-0.39404
0.003809524,-0.39896
0.0038322,-0.41373
0.003854875,-0.42105
0.003877551,-0.43112
0.003900227,-0.44476
0.003922902,-0.44955
0.003945578,-0.46637
0.003968254,-0.48242
0.00399093,-0.49603
0.004013605,-0.5
0.004036281,-0.5
0.004058957,-0.49997
0.004081633,-0.5
0.004104308,-0.5
0.004126984,-0.5
0.00414966,-0.5
0.004172336,-0.49997
0.004195011,-0.5
0.004217687,-0.5
0.004240363,-0.50003
0.004263039,-0.5
0.004285714,-0.5
0.00430839,-0.49997
0.004331066,-0.49997
0.004353741,-0.5
0.004376417,-0.5
0.004399093,-0.50003
0.004421769,-0.5
0.004444444,-0.50003
0.00446712,-0.50003
0.004489796,-0.5
0.004512472,-0.5
0.004535147,-0.5
0.004557823,-0.49997
0.004580499,-0.49997
0.004603175,-0.5
0.00462585,-0.50003
0.004648526,-0.5
0.004671202,-0.49997
0.004693878,-0.5
0.004716553,-0.5
0.004739229,-0.5
0.004761905,-0.5
0.00478458,-0.49997
0.004807256,-0.5
0.004829932,-0.49997
0.004852608,-0.50003
0.004875283,-0.5
0.004897959,-0.49997
0.004920635,-0.5
0.004943311,-0.5
0.004965986,-0.5
0.004988662,-0.50003
0.005011338,-0.5
0.005034014,-0.5
0.005056689,-0.5
0.005079365,-0.49997
0.005102041,-0.49783
0.005124717,-0.49078
0.005147392,-0.48575
0.005170068,-0.48322
0.005192744,-0.47513
0.00521542,-0.47363
0.005238095,-0.47083
0.005260771,-0.46844
0.005283447,-0.46744
0.005306122,-0.46423
0.005328798,-0.46097
0.005351474,-0.45566
0.00537415,-0.44962
0.005396825,-0.44412
0.005419501,-0.43607
0.005442177,-0.4267
0.005464853,-0.41592
0.005487528,-0.39935
0.005510204,-0.38147
0.00553288,-0.36594
0.005555556,-0.35046
0.005578231,-0.33398
0.005600907,-0.32065
0.005623583,-0.30853
0.005646259,-0.2963
0.005668934,-0.28458
0.00569161,-0.27203
0.005714286,-0.25903
0.005736961,-0.24713
0.005759637,-0.23315
0.005782313,-0.21942
0.005804989,-0.20786
0.005827664,-0.19693
0.00585034,-0.18683
0.005873016,-0.17575
0.005895692,-0.16327
0.005918367,-0.14972
0.005941043,-0.13461
0.005963719,-0.11887
0.005986395,-0.10361
0.00600907,-0.08966
0.006031746,-0.0762
0.006054422,-0.06393
0.006077098,-0.05136
0.006099773,-0.0408
0.006122449,-0.02975
0.006145125,-0.01855
0.0061678,-0.00818
0.006190476,0.00159
0.006213152,0.01111
0.006235828,0.02063
0.006258503,0.02969
0.006281179,0.03494
0.006303855,0.04514
0.006326531,0.05368
0.006349206,0.0643
0.006371882,0.07379
0.006394558,0.08487
0.006417234,0.09763
0.006439909,0.1073
0.006462585,0.11441
0.006485261,0.11954
0.006507937,0.12781
0.006530612,0.13409
0.006553288,0.14063
0.006575964,0.15234
0.006598639,0.16174
0.006621315,0.17221
0.006643991,0.18353
0.006666667,0.19559
0.006689342,0.20813
0.006712018,0.2225
0.006734694,0.23563
0.00675737,0.2529
0.006780045,0.26944
0.006802721,0.28784
0.006825397,0.30673
0.006848073,0.32309
0.006870748,0.33908
0.006893424,0.35406
0.0069161,0.36682
0.006938776,0.37747
0.006961451,0.38721
0.006984127,0.39761
0.007006803,0.40674
0.007029478,0.41473
0.007052154,0.42194
0.00707483,0.42932
0.007097506,0.43796
0.007120181,0.44525
0.007142857,0.45029
0.007165533,0.45596
0.007188209,0.46298
0.007210884,0.46893
0.00723356,0.47363
0.007256236,0.47952
0.007278912,0.48392
0.007301587,0.48709
0.007324263,0.4906
0.007346939,0.49414
0.007369615,0.49985
0.00739229,0.50003
0.007414966,0.49997
0.007437642,0.49997
0.007460317,0.5
0.007482993,0.49997
0.007505669,0.49997
0.007528345,0.49997
0.00755102,0.5
0.007573696,0.50003
0.007596372,0.49997
0.007619048,0.5
0.007641723,0.5
0.007664399,0.5
0.007687075,0.5
0.007709751,0.49997
0.007732426,0.49997
0.007755102,0.49997
0.007777778,0.5
0.007800454,0.49997
0.007823129,0.5
0.007845805,0.5
0.007868481,0.49997
0.007891156,0.49997
0.007913832,0.5
0.007936508,0.49997
0.007959184,0.5
0.007981859,0.5
0.008004535,0.49997
0.008027211,0.49997
0.008049887,0.49997
0.008072562,0.5
0.008095238,0.5
0.008117914,0.5
0.00814059,0.49997
0.008163265,0.5
0.008185941,0.49997
0.008208617,0.5
0.008231293,0.5
0.008253968,0.49997
0.008276644,0.5
0.00829932,0.5
0.008321995,0.5
0.008344671,0.5
0.008367347,0.5
0.008390023,0.5
0.008412698,0.5
0.008435374,0.49997
0.00845805,0.49997
0.008480726,0.49026
0.008503401,0.4801
0.008526077,0.46915
0.008548753,0.46011
0.008571429,0.45001
0.008594104,0.44052
0.00861678,0.42999
0.008639456,0.42139
0.008662132,0.4144
0.008684807,0.40698
0.008707483,0.40009
0.008730159,0.38687
0.008752834,0.37393
0.00877551,0.36157
0.008798186,0.34818
0.008820862,0.33231
0.008843537,0.31494
0.008866213,0.30038
0.008888889,0.28104
0.008911565,0.26022
0.00893424,0.24207
0.008956916,0.22244
0.008979592,0.20041
0.009002268,0.1871
0.009024943,0.17603
0.009047619,0.16071
0.009070295,0.14536
0.009092971,0.13123
0.009115646,0.11664
0.009138322,0.10364
0.009160998,0.09189
0.009183673,0.07239
0.009206349,0.05664
0.009229025,0.04242
0.009251701,0.02176
0.009274376,0.00626
0.009297052,-0.00836
0.009319728,-0.02298
0.009342404,-0.03751
0.009365079,-0.04712
0.009387755,-0.06186
0.009410431,-0.07034
0.009433107,-0.08191
0.009455782,-0.09183
0.009478458,-0.10123
0.009501134,-0.11227
0.00952381,-0.11951
0.009546485,-0.12665
0.009569161,-0.13031
0.009591837,-0.13516
0.009614512,-0.14206
0.009637188,-0.15021
0.009659864,-0.15759
0.00968254,-0.16415
0.009705215,-0.17285
0.009727891,-0.1803
0.009750567,-0.18979
0.009773243,-0.2016
0.009795918,-0.21075
0.009818594,-0.2229
0.00984127,-0.23727
0.009863946,-0.24924
0.009886621,-0.25931
0.009909297,-0.27307
0.009931973,-0.28568
0.009954649,-0.29883
0.009977324,-0.31012
0.01,-0.3205
0.010022676,-0.33054
0.010045351,-0.33853
0.010068027,-0.34985
0.010090703,-0.36392
0.010113379,-0.37442
0.010136054,-0.38617
0.01015873,-0.39719
0.010181406,-0.40735
0.010204082,-0.41785
0.010226757,-0.4245
0.010249433,-0.4306
0.010272109,-0.43518
0.010294785,-0.44006
0.01031746,-0.44482
0.010340136,-0.44821
0.010362812,-0.45288
0.010385488,-0.45914
0.010408163,-0.4628
0.010430839,-0.46814
0.010453515,-0.47461
0.01047619,-0.4812
0.010498866,-0.48602
0.010521542,-0.48962
0.010544218,-0.49228
0.010566893,-0.49997
0.010589569,-0.49997
0.010612245,-0.5
0.010634921,-0.5
0.010657596,-0.49994
0.010680272,-0.49997
0.010702948,-0.5
0.010725624,-0.5
0.010748299,-0.5
0.010770975,-0.49997
0.010793651,-0.49997
0.010816327,-0.49997
0.010839002,-0.49997
0.010861678,-0.5
0.010884354,-0.5
0.010907029,-0.49997
0.010929705,-0.5
0.010952381,-0.5
0.010975057,-0.49997
0.010997732,-0.5
0.011020408,-0.49997
0.011043084,-0.5
0.01106576,-0.5
0.011088435,-0.49997
0.011111111,-0.5
0.011133787,-0.5
0.011156463,-0.49997
0.011179138,-0.5
0.011201814,-0.49997
0.01122449,-0.5
0.011247166,-0.5
0.011269841,-0.49997
0.011292517,-0.5
0.011315193,-0.5
0.011337868,-0.5
0.011360544,-0.5
0.01138322,-0.5
0.011405896,-0.50003
0.011428571,-0.49997
0.011451247,-0.5
0.011473923,-0.5
0.011496599,-0.5
0.011519274,-0.49997
0.01154195,-0.49997
0.011564626,-0.5
0.011587302,-0.49963
0.011609977,-0.4921
0.011632653,-0.48654
0.011655329,-0.48245
0.011678005,-0.47742
0.01170068,-0.47379
0.011723356,-0.46872
0.011746032,-0.46292
0.011768707,-0.45544
0.011791383,-0.44699
0.011814059,-0.43784
0.011836735,-0.42789
0.01185941,-0.41812
0.011882086,-0.41342
0.011904762,-0.40503
0.011927438,-0.39438
0.011950113,-0.38696
0.011972789,-0.37878
0.011995465,-0.3681
0.012018141,-0.36194
0.012040816,-0.35757
0.012063492,-0.34949
0.012086168,-0.34018
0.012108844,-0.33118
0.012131519,-0.32098
0.012154195,-0.31
0.012176871,-0.29889
0.012199546,-0.28909
0.012222222,-0.27902
0.012244898,-0.26849
0.012267574,-0.25748
0.012290249,-0.24496
0.012312925,-0.23276
0.012335601,-0.21954
0.012358277,-0.20517
0.012380952,-0.19308
0.012403628,-0.17819
0.012426304,-0.16263
0.01244898,-0.14462
0.012471655,-0.12567
0.012494331,-0.10568
0.012517007,-0.08951
0.012539683,-0.07233
0.012562358,-0.05667
0.012585034,-0.04312
0.01260771,-0.02972
0.012630385,-0.01306
0.012653061,0.00107
0.012675737,0.0173
0.012698413,0.03467
0.012721088,0.05225
0.012743764,0.06995
0.01276644,0.08789
0.012789116,0.10345
0.012811791,0.12003
0.012834467,0.13876
0.012857143,0.15369
0.012879819,0.17203
0.012902494,0.18799
0.01292517,0.20486
0.012947846,0.22006
0.012970522,0.237
0.012993197,0.25375
0.013015873,0.26944
0.013038549,0.28516
0.013061224,0.302
0.0130839,0.31897
0.013106576,0.33646
0.013129252,0.35229
0.013151927,0.36935
0.013174603,0.38065
0.013197279,0.39285
0.013219955,0.40628
0.01324263,0.4151
0.013265306,0.42688
0.013287982,0.43689
0.013310658,0.44681
0.013333333,0.45654
0.013356009,0.46561
0.013378685,0.47607
0.013401361,0.48581
0.013424036,0.49725
0.013446712,0.5
0.013469388,0.49997
0.013492063,0.5
0.013514739,0.5
0.013537415,0.50003
