Time,Linear
1.04167E-05,-0.00861
2.08333E-05,-0.00711
0.00003125,-0.00443
4.16667E-05,-0.00244
5.20833E-05,-0.00256
0.0000625,-0.00403
7.29167E-05,-0.00531
8.33333E-05,-0.00555
0.00009375,-0.00516
0.000104167,-0.00436
0.000114583,-0.00287
0.000125,-0.00095
0.000135417,0.00006
0.000145833,-0.00113
0.00015625,-0.00418
0.000166667,-0.00784
0.000177083,-0.0112
0.0001875,-0.01395
0.000197917,-0.0152
0.000208333,-0.01361
0.00021875,-0.00949
0.000229167,-0.00558
0.000239583,-0.00467
0.00025,-0.00647
0.000260417,-0.00821
0.000270833,-0.00848
0.00028125,-0.00839
0.000291667,-0.00925
0.000302083,-0.01025
0.0003125,-0.00974
0.000322917,-0.00781
0.000333333,-0.00687
0.00034375,-0.00861
0.000354167,-0.01233
0.000364583,-0.01666
0.000375,-0.02121
0.000385417,-0.02594
0.000395833,-0.02936
0.00040625,-0.02945
0.000416667,-0.02615
0.000427083,-0.02219
0.0004375,-0.0206
0.000447917,-0.02182
0.000458333,-0.02405
0.00046875,-0.02533
0.000479167,-0.02563
0.000489583,-0.02597
0.0005,-0.02658
0.000510417,-0.02643
0.000520833,-0.02429
0.00053125,-0.02069
0.000541667,-0.01791
0.000552083,-0.01782
0.0005625,-0.02026
0.000572917,-0.02246
0.000583333,-0.02188
0.00059375,-0.01871
0.000604167,-0.01605
0.000614583,-0.01654
0.000625,-0.01999
0.000635417,-0.02332
0.000645833,-0.02328
0.00065625,-0.01932
0.000666667,-0.01456
0.000677083,-0.013
0.0006875,-0.01596
0.000697917,-0.02078
0.000708333,-0.02335
0.00071875,-0.02213
0.000729167,-0.01968
0.000739583,-0.01923
0.00075,-0.02081
0.000760417,-0.02176
0.000770833,-0.02032
0.00078125,-0.01791
0.000791667,-0.01685
0.000802083,-0.01709
0.0008125,-0.01688
0.000822917,-0.01547
0.000833333,-0.01413
0.00084375,-0.01364
0.000854167,-0.01312
0.000864583,-0.01202
0.000875,-0.01187
0.000885417,-0.01443
0.000895833,-0.0181
0.00090625,-0.01868
0.000916667,-0.0152
0.000927083,-0.01212
0.0009375,-0.01459
0.000947917,-0.02228
0.000958333,-0.02878
0.00096875,-0.02948
0.000979167,-0.02649
0.000989583,-0.02551
0.001,-0.02872
0.001010417,-0.03281
0.001020833,-0.03378
0.00103125,-0.03156
0.001041667,-0.02899
0.001052083,-0.0282
0.0010625,-0.02875
0.001072917,-0.02954
0.001083333,-0.03018
0.00109375,-0.03076
0.001104167,-0.03122
0.001114583,-0.03186
0.001125,-0.03357
0.001135417,-0.03659
0.001145833,-0.03931
0.00115625,-0.03961
0.001166667,-0.03745
0.001177083,-0.03577
0.0011875,-0.03738
0.001197917,-0.04175
0.001208333,-0.04529
0.00121875,-0.04514
0.001229167,-0.04214
0.001239583,-0.03964
0.00125,-0.03983
0.001260417,-0.0415
0.001270833,-0.04248
0.00128125,-0.04211
0.001291667,-0.04196
0.001302083,-0.04349
0.0013125,-0.04605
0.001322917,-0.04779
0.001333333,-0.04794
0.00134375,-0.04727
0.001354167,-0.04681
0.001364583,-0.04675
0.001375,-0.04663
0.001385417,-0.04648
0.001395833,-0.04663
0.00140625,-0.04688
0.001416667,-0.04681
0.001427083,-0.04721
0.0014375,-0.0498
0.001447917,-0.05484
0.001458333,-0.05981
0.00146875,-0.06119
0.001479167,-0.05847
0.001489583,-0.05539
0.0015,-0.056
0.001510417,-0.06021
0.001520833,-0.06396
0.00153125,-0.06436
0.001541667,-0.06262
0.001552083,-0.06207
0.0015625,-0.06381
0.001572917,-0.06506
0.001583333,-0.06317
0.00159375,-0.05923
0.001604167,-0.05698
0.001614583,-0.05795
0.001625,-0.05978
0.001635417,-0.05911
0.001645833,-0.05579
0.00165625,-0.0528
0.001666667,-0.05273
0.001677083,-0.05518
0.0016875,-0.05807
0.001697917,-0.05969
0.001708333,-0.05933
0.00171875,-0.0563
0.001729167,-0.05133
0.001739583,-0.04727
0.00175,-0.04745
0.001760417,-0.05161
0.001770833,-0.05573
0.00178125,-0.05615
0.001791667,-0.05383
0.001802083,-0.05267
0.0018125,-0.05426
0.001822917,-0.05569
0.001833333,-0.05392
0.00184375,-0.04956
0.001854167,-0.04614
0.001864583,-0.04523
0.001875,-0.0451
0.001885417,-0.04343
0.001895833,-0.04004
0.00190625,-0.03702
0.001916667,-0.03622
0.001927083,-0.03769
0.0019375,-0.04004
0.001947917,-0.04117
0.001958333,-0.0397
0.00196875,-0.03638
0.001979167,-0.03391
0.001989583,-0.03452
0.002,-0.03741
0.002010417,-0.03925
0.002020833,-0.0379
0.00203125,-0.03445
0.002041667,-0.03201
0.002052083,-0.03165
0.0020625,-0.03204
0.002072917,-0.03125
0.002083333,-0.02942
0.00209375,-0.02817
0.002104167,-0.02859
0.002114583,-0.02991
0.002125,-0.03015
0.002135417,-0.02856
0.002145833,-0.02612
0.00215625,-0.02478
0.002166667,-0.02548
